start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
18 Nov 22,18 Nov 22,2821,1303.225,France,Online,Laptop/PC,fr,"Yes, I agree",Single,Your household's monthly income,,Income decile 2,,France,France,,23,0,1,0,0,0,No,Cat,,,,,,Unlimited duration,6,I worked more than half time onsite at a workplace,loneliness_ucla first,More or less,More or less,No,No,More or less,More or less,Every two months or less frequently,Every two months or less frequently,Number,4,Every two months or less frequently,Every two months or less frequently,Number,1,Almost every day,Most of the time,Some of the time,Some of the time,Some of the time,,Every week,Once a month,Once a month,Some of the time,Some of the time,Often,Every two weeks,Some of the time,6,,,,,,,COVID-19 infection of yourself,,Severe conflicts at home (with spouse/ partner and/or family members),,,,,No,"Seeing friends, family members, or other loved ones",,,,,,,"Joined a club or a group (e.g., a sport club, an association, a trade union, a party)",,,Took time for myself,,,,,,Never,Most of the time,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Once a day or less,Never,Never,Never,Once a day or less,10-30 minutes per day,Less than 10 minutes per day,Never,Never,Occasionally,Never,Occasionally,Occasionally,Rarely,1,2,3,10,8,10,5,I don't know,,Fairly good,,,,,None of the above,,6,7,Most of the time,On specific holidays only,Never,Fairly good,"No, I smoke less than 10 cigarettes on average per day",Female,June,1971,51,46-55,France,Prefer not to answer,ISCED 3: Upper secondary education,1,Auvergne - Rhône-Alpes,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working part-time","Service occupations (e.g., restaurant owner – police officer – waiter – caretaker – barber – armed forces)",Services relating to health or social care,Wages or salaries,5 days,Prefer not to answer,,1.4598937,1.2378988,1.3011416
18 Nov 22,18 Nov 22,2822,1064.21,France,Online,Laptop/PC,fr,"Yes, I agree",Single,Your household's monthly income,,Income decile 1,,France,France,,0,0,0,0,0,3,,,,,,,No pet at home,,,,loneliness_djg first,More or less,No,No,No,Yes,Yes,Every two months or less frequently,Every week,Number,4,More than once a week,More than once a week,Number,10,About once a week,None of the time,A little of the time,Some of the time,A little of the time,,Once a month,Every week,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,More than once a week,Some of the time,6,Separation from spouse/ partner,,,,,,COVID-19 infection of yourself,,,,,,,No,"Seeing friends, family members, or other loved ones",Doing sports alone,,,,Contacted a specialised charity/association/ Non-Governmental Organizations,,,,,Took time for myself,,,,,,,,,Rarely,Most of the time,Most of the time,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,2 to 5 times a day,2 to 5 times a day,Once a day or less,Once a day or less,2 to 5 times a day,31–60 minutes per day,31–60 minutes per day,Never,31–60 minutes per day,Rarely,Occasionally,Rarely,Occasionally,Rarely,5,7,7,5,7,8,4,Les Républicains (LR),,Very good,,,,,None of the above,,5,3,Most of the time,Once a month,On specific holidays only,Average,"No, I smoke less than 10 cigarettes on average per day",Male,June,2000,22,16-25,France,Heterosexual/straight,ISCED 7: Master’s or equivalent level,4,Provence-Alpes-Côte dAzur,Large town/city,In education,,,,Wages or salaries,4 days,No,,1.6556435,1.466037,1.0854439
18 Nov 22,18 Nov 22,2823,958.89001,Italy,Online,Laptop/PC,it,"Yes, I agree",Separated or divorced,Your household's monthly income,,Income decile 3,,Italy,Italy,,3,0,1,0,0,0,No,,,,,,No pet at home,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_ucla first,No,Yes,No,Yes,Yes,Yes,Every week,Daily,Number,3,Every two weeks,More than once a week,Number,3,About once a week,All of the time,All of the time,All of the time,All of the time,,Every two months or less frequently,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,More than once a week,None of the time,,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,,,,,,,,,,,,,,,,,Never,Always,Always,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Over 30 times a day,16 to 30 times a day,Once a day or less,2 to 5 times a day,2 to 5 times a day,1–2 hours per day,1–2 hours per day,Never,31–60 minutes per day,Very rarely,Never,Very rarely,Never,Never,9,10,8,7,7,9,8,Fratelli d´Italia (FdI),,Very good,,,,,None of the above,,10,8,Always,On specific holidays only,On specific holidays only,Fairly good,"No, I don’t smoke at all",Female,December,1968,53,46-55,Italy,Heterosexual/straight,ISCED 3: Upper secondary education,1,Nord-Ovest,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Clerical occupations (e.g., secretary – clerk – office manager – book keeper)",Manufacturing or engineering,Wages or salaries,2 days,No,,.65515107,.75122947,.93732136
18 Nov 22,18 Nov 22,2824,1083.984,France,Online,Laptop/PC,fr,"Yes, I agree",Single,Your household's annual income,Income decile 3,,,France,France,,37,0,0,0,0,0,No,,,,,,No pet at home,,,,loneliness_ucla first,No,No,No,More or less,More or less,Yes,Every two months or less frequently,Every two months or less frequently,Number,2,More than once a week,More than once a week,Number,20,Several times a week,None of the time,A little of the time,Most of the time,A little of the time,,Every week,Every two months or less frequently,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two weeks,None of the time,,,,,,,Retirement,COVID-19 infection of yourself,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Never,Never,Never,Never,Never,Never,Never,More than 5 hours per day,2–3 hours per day,Very rarely,Never,Very rarely,Never,Very rarely,2,6,3,9,5,5,4,Prefer not to say,,Fairly good,Smoke heavily,,,,,,9,9,Sometimes,Once a week,Once a week,Fairly good,"No, I smoke less than 10 cigarettes on average per day",Male,September,1960,62,56-65,France,Prefer not to answer,ISCED 7: Master’s or equivalent level,1,Auvergne - Rhône-Alpes,Large town/city,Retired,,,,"Income from investment, savings, insurance or property",6 days,No,,.11957677,.14359088,.57720143
18 Nov 22,18 Nov 22,2825,1340.124,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 10,,Sweden,Sweden,Sweden,22,0,3,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,No,No,No,Yes,Yes,Yes,Every two months or less frequently,Every week,Number,6,Daily,Daily,Number,6,Almost every day,All of the time,Most of the time,All of the time,Most of the time,9,Every week,Once a month,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,More than once a week,None of the time,,,,,,,,,,,,None of the above,,,No,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,6 to 15 times a day,16 to 30 times a day,Once a day or less,Once a day or less,6 to 15 times a day,31–60 minutes per day,Less than 10 minutes per day,Never,Less than 10 minutes per day,Never,Never,Very rarely,Very rarely,Never,3,5,3,5,7,6,8,Moderaterna (M),,Average,Smoke heavily,Drink heavily,,,,,8,4,Sometimes,On specific holidays only,Never,Fairly good,"No, I don’t smoke at all",Male,July,1950,72,65+,Sweden,Heterosexual/straight,ISCED 5: Short-cycle tertiary education,2,Östra Sverige,A rural area or village,Retired,,,,Pensions,3 days,Don’t know,,.82198614,.46537831,.88142109
18 Nov 22,18 Nov 22,2826,2218.3669,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's annual income,Income decile 4,,,Sweden,Sweden,Sweden,11,0,2,0,0,0,No,,,,,,No pet at home,,,,loneliness_ucla first,More or less,Yes,No,More or less,More or less,Yes,Prefer not to say,Every week,Number,3,Every two months or less frequently,Every two weeks,Prefer not to say,,1-3 times a month,A little of the time,All of the time,A little of the time,Most of the time,6,Never,Never,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,A little of the time,2,,,,,,,,,,,None of the above,,,No,,,,,,,,,,,Took time for myself,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,2 to 5 times a day,2 to 5 times a day,Never,Once a day or less,Prefer not to say,Never,Never,Never,2–3 hours per day,Occasionally,Never,Very rarely,Very rarely,Never,9,9,7,1,1,1,1,Sverigedemokraterna (SD),,Average,,,,,None of the above,,4,2,Rarely,Once a week,Never,Fairly good,"No, I don’t smoke at all",Female,April,1940,82,65+,Sweden,Heterosexual/straight,ISCED 2: Lower secondary education,2,Södra Sverige,Small or medium-sized town,Retired,,,,Pensions,7 days,No,,.80141461,.95513451,.88142109
18 Nov 22,18 Nov 22,2827,1529.3571,Poland,Online,Smartphone,pl,"Yes, I agree",Separated or divorced,Your household's monthly income,,Prefer not to say,,Poland,Poland,,14,1,0,1,1,0,No,Cat,,,"Small mammals (e.g., rabbits, hamsters, guinea pigs)",,,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,More or less,More or less,More or less,Every two months or less frequently,More than once a week,Prefer not to say,,Every two weeks,Daily,Prefer not to say,,About once a week,Don’t know,Most of the time,Some of the time,Most of the time,,Prefer not to say,Once a month,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two months or less frequently,A little of the time,1,,,,,,,,,,,None of the above,,,Don’t know,,,,,,,,,,,Took time for myself,,,,,,Rarely,Sometimes,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,People who feel lonely mostly have themselves to blame for their loneliness,Once a day or less,Once a day or less,Once a day or less,2 to 5 times a day,Once a day or less,10-30 minutes per day,1–2 hours per day,Less than 10 minutes per day,10-30 minutes per day,Occasionally,Very rarely,Occasionally,Very rarely,Very rarely,6,6,1,7,6,6,9,Prefer not to say,,Average,,,,Had mental health problems,,,5,7,Most of the time,Once a week,On specific holidays only,Fairly good,"No, I don’t smoke at all",Female,March,1977,45,36-45,Poland,Heterosexual/straight,ISCED 8: Doctoral or equivalent level,2,Makroregion Pólnocno-Zachodni,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Prefer not to answer,Wages or salaries,3 days,No,,.52657139,.43518865,.59049457
18 Nov 22,18 Nov 22,2828,1190.244,France,Online,Smartphone,fr,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 7,,France,France,France,0,1,1,0,1,0,No,Cat,,,,,,Unlimited duration,7,I worked more than half time from somewhere else,loneliness_djg first,No,No,No,More or less,More or less,Yes,Every two months or less frequently,Once a month,Number,3,Every week,More than once a week,Number,5,Almost every day,Some of the time,All of the time,All of the time,All of the time,10,Every two months or less frequently,Every two months or less frequently,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Daily,None of the time,,,,,,,,,,,,None of the above,,,Yes,,,,,,,,,,,,,,,,,Never,Most of the time,Prefer not to say,,,,Don’t know,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very rarely,Never,Never,Never,Never,5,9,6,10,5,9,10,I don't know,,Fairly good,Smoke heavily,Drink heavily,,,,,9,1,Most of the time,Never,Never,Fairly good,"No, I don’t smoke at all",Female,February,1978,44,36-45,France,Heterosexual/straight,ISCED 3: Upper secondary education,1,Centre - Val de Loire,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Service occupations (e.g., restaurant owner – police officer – waiter – caretaker – barber – armed forces)",Services relating to health or social care,Wages or salaries,0 days,No,,2.6223595,2.3363547,1.4472326
18 Nov 22,18 Nov 22,2829,1116.348,France,Online,Laptop/PC,fr,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 10,,France,France,France,35,0,3,0,0,0,"Yes, and I look after them regularly",,Dog,,,Other,,Unlimited duration,10,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,More or less,Yes,Yes,Every week,Daily,Number,11,Every week,More than once a week,Number,10,Almost every day,None of the time,All of the time,All of the time,All of the time,9,Every two months or less frequently,Every two months or less frequently,Once a month,Hardly ever or never,Hardly ever or never,Hardly ever or never,More than once a week,None of the time,,,,Diagnosis of severe illness or life-threatening injury of a close family member,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,No,,,,,,,,,,,,,,,,,Never,Most of the time,Most of the time,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Once a day or less,Once a day or less,Never,2 to 5 times a day,Once a day or less,Less than 10 minutes per day,Less than 10 minutes per day,Never,2–3 hours per day,Rarely,Rarely,Never,Never,Never,9,7,5,5,7,7,5,Les Républicains (LR),,Very good,,,,,None of the above,,9,9,Always,Never,Never,Very good,"No, I don’t smoke at all",Male,June,1963,59,56-65,France,Heterosexual/straight,ISCED 7: Master’s or equivalent level,2,Bourgogne - Franche-Comté,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Higher administrator occupations (e.g., banker – executive in big business – high government official – union official)",Manufacturing or engineering,Wages or salaries,0 days,No,,.096942089,.11980771,.60222769
18 Nov 22,18 Nov 22,2830,663.46399,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 7,,Sweden,Sweden,United Kingdom,2,0,0,0,0,0,,,,,,,No pet at home,,,,loneliness_djg first,No,No,No,Yes,Yes,More or less,Every two months or less frequently,Every week,Number,5,Every week,Daily,Number,0,1-3 times a month,All of the time,All of the time,Most of the time,All of the time,8,Once a month,Every two weeks,Daily,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,None of the time,,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Rarely,Most of the time,Sometimes,An issue that has implications for the individual as well as for the wider society,Both equally,6 to 15 times a day,16 to 30 times a day,Once a day or less,2 to 5 times a day,16 to 30 times a day,1–2 hours per day,1–2 hours per day,Never,2–3 hours per day,Occasionally,Very rarely,Occasionally,Rarely,Rarely,5,3,6,6,8,9,7,Moderaterna (M),,Very good,,,,,None of the above,,8,8,Always,On specific holidays only,On specific holidays only,Fairly good,"No, I smoke less than 10 cigarettes on average per day",Male,June,1998,24,16-25,Sweden,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,2,Östra Sverige,Large town/city,In education,,,,Any other social benefits or grants,3 days,No,,1.4776522,.75387681,1.2247224
